product_id,,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B07KY3FNQP,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹449,"₹1,290",65%,4.1,"91,770"
B0B3N7LR6K,,Electronics|WearableTechnology|SmartWatches,"₹3,999","₹16,999",76%,4.3,"17,162"
B07QZ3CZ48,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹399,"₹1,290",69%,4.2,206
B09T3H12GV,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,399","₹2,498",44%,4.2,"33,717"
B098NS6PVG,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹349,43%,4,"43,994"
B096MSW6CT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,3.9,"7,928"
B09ZQK9X8G,,Electronics|WearableTechnology|SmartWatches,"₹2,998","₹5,999",50%,4.1,"5,179"
B08ZJDWTJ1,,Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,"₹4,098","₹4,999",18%,4.5,"50,810"
B08FTFXNNB,,Electronics|Cameras&Photography|VideoCameras,₹499,"₹1,999",75%,3.7,"3,369"
B08YDFX7Y1,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹299,₹449,33%,3.5,"11,827"
B08HDJ86NZ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹329,₹699,53%,4.2,"94,364"
B087FXHB6J,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",₹699,₹999,30%,3.5,"15,295"
B07N42JB4S,,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,₹799,"₹3,990",80%,4.3,"27,139"
B0B31BYXQQ,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,399","₹5,499",75%,3.9,"9,504"
B08CF3B7N1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹154,₹399,61%,4.2,"16,905"
B07SLMR1K6,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹519,"₹1,350",62%,4.3,"30,058"
B09MQSCJQ1,,Electronics|WearableTechnology|SmartWatches,"₹2,299","₹7,990",71%,4.2,"69,619"
B094YFFSMY,,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,₹399,"₹1,999",80%,4,"3,382"
B092X94QNQ,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,499","₹3,990",62%,4.1,"1,09,864"
B0846D5CBP,,OfficeProducts|OfficeElectronics|Calculators|Scientific,"₹1,295","₹1,295",0%,4.5,"5,760"
B00KXULGJQ,,Computers&Accessories|NetworkingDevices|Repeaters&Extenders,"₹1,889","₹5,499",66%,4.2,"49,551"
B08H9Z3XQW,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹455,"₹1,490",69%,4.1,"1,61,677"
B08LPJZSSW,,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|TripodLegs,₹399,₹995,60%,3.9,"21,372"
B09MT84WV5,,Electronics|Accessories|MemoryCards|MicroSD,"₹1,059","₹3,999",74%,4.3,"1,40,035"
B08Y1TFSP6,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹149,"₹1,000",85%,3.9,"24,870"
B08CYPB15D,,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",₹717,₹761,6%,4,"7,199"
B085HY1DGR,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,₹99,₹999,90%,4,"1,396"
B00MFPCY5C,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers",₹39,₹299,87%,3.5,"15,233"
B07JJFSG2B,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹889,"₹2,500",64%,4.3,"55,747"
B09NR6G588,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,199","₹4,999",76%,3.8,"14,961"
B07JPX9CR7,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹569,"₹1,299",56%,4.4,"9,275"
B08D11DZ2W,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,499","₹8,999",83%,3.7,"28,324"
B07Q7561HD,,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,₹149,₹180,17%,4.4,644
B0819HZPXL,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,₹399,₹549,27%,4.4,"18,139"
B00LXTFMRS,,Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,₹191,₹225,15%,4.4,"7,203"
B0B9LDCX89,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹129,₹999,87%,4.2,491
B0765B3TH7,,Computers&Accessories|Accessories&Peripherals|HardDiskBags,₹199,₹599,67%,4.5,"13,568"
B0B1F6GQPS,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹999,"₹4,499",78%,3.8,"3,390"
B07LG59NPV,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹899,"₹4,499",80%,3.8,"1,03,052"
B07RD611Z8,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,799","₹2,499",28%,4.1,"18,678"
B08WRWPM22,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹176.63,₹499,65%,4.1,"15,189"
B00AXHBBXU,,OfficeProducts|OfficeElectronics|Calculators|Scientific,₹522,₹550,5%,4.4,"12,179"
B08MCD9JFY,,Electronics|Cameras&Photography|Flashes|Macro&RinglightFlashes,₹799,"₹1,999",60%,3.8,"12,958"
B083RCTXLL,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹681,"₹1,199",43%,4.2,"8,258"
B08HLZ28QC,,Computers&Accessories|NetworkingDevices,"₹1,199","₹3,490",66%,4.1,"11,716"
B07GVR9TG7,,Computers&Accessories|NetworkingDevices|Routers,"₹2,499","₹4,999",50%,4.4,"35,024"
B0856HY85J,,"Electronics|Headphones,Earbuds&Accessories|Headphones|Over-Ear","₹1,799","₹4,999",64%,4.1,"55,192"
B07CD2BN46,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹429,₹599,28%,4.1,"1,19,466"
B07PLHTTB4,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹100,₹499,80%,3.5,"9,638"
B077T3BG5L,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",₹329,₹399,18%,3.6,"33,735"
B08DDRGWTJ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹229,₹299,23%,4.3,"30,411"
B079Y6JZC8,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹139,₹299,54%,3.8,"3,044"
B0856HNMR7,,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear","₹1,199","₹2,499",52%,4,"33,584"
B0B12K5BPM,,Electronics|HomeAudio|Speakers|BluetoothSpeakers,"₹1,049","₹2,299",54%,3.9,"1,779"
B08MTCKDYN,,Electronics|Mobiles&Accessories|MobileAccessories|Décor,₹119,₹299,60%,4.1,"5,999"
B08CF3D7QR,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹154,₹339,55%,4.3,"13,391"
B00LVMTA2A,,Electronics|GeneralPurposeBatteries&BatteryChargers,₹225,₹250,10%,4.4,"26,556"
B07TR5HSR9,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹656,"₹1,499",56%,4.3,"25,903"
B0819ZZK5K,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,"₹1,109","₹2,800",60%,4.3,"53,464"
B096VF5YYF,,Electronics|WearableTechnology|SmartWatches,"₹2,999","₹7,990",62%,4.1,"48,448"
B08QJJCY2Q,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹169,₹299,43%,4.4,"5,176"
B07L5L4GTB,,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",₹309,₹404,24%,4.4,"8,614"
B07L8KNP5F,,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",₹599,"₹1,399",57%,3.8,"60,026"
B08CF4SCNP,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",₹299,₹599,50%,3.8,"3,066"
B09XX51X2G,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹449,₹999,55%,4,"2,102"
B01M72LILF,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹799,"₹1,295",38%,4.4,"34,852"
B07KSMBL2H,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹219,₹700,69%,4.4,"4,26,972"
B00LZLQ624,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",₹157,₹160,2%,4.5,"8,618"
B07DJLFMPS,,Electronics|Accessories|MemoryCards|MicroSD,₹369,"₹1,600",77%,4,"32,625"
B09GB5B4BK,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹599,₹899,33%,4,"4,018"
B015ZXUDD0,,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,₹479,₹599,20%,4.3,"11,687"
B085DTN6R2,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹350,₹899,61%,4.2,"2,262"
B09PL79D2X,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,598","₹2,990",47%,3.8,"11,015"
B098K3H92Z,,Computers&Accessories|NetworkingDevices|NetworkAdapters|BluetoothAdapters,₹599,₹899,33%,4.3,"95,116"
B09KLVMZ3B,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹159,₹399,60%,4.1,"4,768"
B084PJSSQ1,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,"₹1,299","₹3,000",57%,4.3,"23,022"
B097R25DP7,,Electronics|WearableTechnology|SmartWatches,"₹1,599","₹4,999",68%,4,"67,951"
B097C564GC,,Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,₹294,"₹4,999",94%,4.3,"4,426"
B08CYNJ5KY,,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",₹828,₹861,4%,4.2,"4,567"
B00Y4ORQ46,,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",₹745,₹795,6%,4,"13,797"
B074CWD7MS,,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|CompleteTripodUnits,"₹1,549","₹2,495",38%,4.4,"15,137"
B083342NKJ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹349,₹399,13%,4.4,"18,757"
B09C6HXFC1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970,"₹1,799",46%,4.5,815
B00A0VCJPI,,Computers&Accessories|NetworkingDevices|Repeaters&Extenders,"₹1,469","₹2,499",41%,4.2,"1,56,638"
B00UGZWM2I,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",₹198,₹800,75%,4.1,"9,344"
B00R1P3B4O,,Electronics|Cameras&Photography|Accessories|Film,₹549,₹549,0%,4.5,"4,875"
B0B3MWYCHQ,,Electronics|WearableTechnology|SmartWatches,"₹2,999","₹9,999",70%,4.2,"20,881"
B09DG9VNWB,,Electronics|WearableTechnology|SmartWatches,"₹12,000","₹29,999",60%,4.3,"4,744"
B09Y5MP7C4,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,299","₹3,499",63%,3.9,"12,452"
B01DJJVFPC,,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,₹269,₹315,15%,4.5,"17,810"
B07DFYJRQV,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹799,"₹1,499",47%,4.1,"53,648"
B08L879JSN,,Computers&Accessories|Monitors,"₹6,299","₹13,750",54%,4.2,"2,014"
B08TDJNM3G,,Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,₹59,₹59,0%,3.8,"5,958"
B06XSK3XL6,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,₹571,₹999,43%,4.3,"38,221"
B07YNTJ8ZM,,Electronics|HomeAudio|Speakers|BluetoothSpeakers,₹549,₹999,45%,3.9,"64,705"
B09KGV7WSV,,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,"₹2,099","₹5,999",65%,4.3,"17,129"
B08DPLCM6T,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹13,490","₹21,990",39%,4.3,"11,976"
B07KR5P3YD,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",₹448,₹699,36%,3.9,"17,348"
B08FB2LNSZ,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,499","₹2,999",50%,3.7,"87,798"
B01IBRHE3E,,Electronics|Cameras&Photography|Accessories|Cleaners|CleaningKits,₹299,₹499,40%,4.2,"24,432"
B01N6LU1VF,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹579,"₹1,400",59%,4.3,"1,89,104"
B07XLML2YS,,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,"₹2,499","₹3,299",24%,4.2,"93,112"
B086WMSCN3,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,199","₹5,999",80%,3.9,"47,521"
B003B00484,,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,₹399,₹499,20%,4.3,"27,201"
B085194JFL,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹279,₹499,44%,3.7,"10,962"
B09F6S8BT6,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹13,490","₹22,900",41%,4.3,"16,299"
B003L62T7W,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹279,₹375,26%,4.3,"31,534"
B09P18XVW6,,Electronics|WearableTechnology|SmartWatches,"₹2,499","₹4,999",50%,3.9,"7,571"
B00LZLPYHW,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",₹137,₹160,14%,4.4,"6,537"
B09NHVCHS9,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹59,₹199,70%,4,"9,377"
B00NNQMYNE,,Computers&Accessories|Accessories&Peripherals|HardDiskBags,₹299,₹499,40%,4.5,"21,010"
B0B217Z5VK,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,799","₹3,999",55%,3.9,"3,517"
B07B88KQZ8,,Electronics|HomeAudio|Speakers|BluetoothSpeakers,"₹1,999","₹2,999",33%,4.3,"63,899"
B01M4GGIVU,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹199,₹699,72%,4.2,"12,153"
B07Z3K96FR,,Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,₹399,"₹1,499",73%,4.1,"5,730"
B0756CLQWL,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Gamepads,"₹1,699","₹3,999",58%,4.2,"25,488"
B004IO5BMQ,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹699,₹995,30%,4.5,"54,405"
B09Z6WH2N1,,Electronics|Mobiles&Accessories|MobileAccessories|Décor,₹95,₹499,81%,4.2,"1,949"
B01HGCLUH6,,Computers&Accessories|NetworkingDevices|Routers,"₹1,149","₹1,699",32%,4.2,"1,22,478"
B01N4EV2TL,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,495","₹1,995",25%,4.3,"7,241"
B08MZQBFLN,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹849,"₹4,999",83%,4,"20,457"
B0752LL57V,,OfficeProducts|OfficeElectronics|Calculators|Basic,₹440,₹440,0%,4.5,"8,610"
B08K4PSZ3V,,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,₹349,₹999,65%,3.8,"16,557"
B09Z28BQZT,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹599,"₹3,999",85%,3.9,"1,087"
B094DQWV9B,,Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,₹149,₹399,63%,4,"1,540"
B0BBMPH39N,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹289,₹999,71%,4.1,401
B097JQ1J5G,,Computers&Accessories|Accessories&Peripherals|USBHubs,₹179,₹499,64%,3.4,"9,385"
B07YY1BY5B,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹4,999",70%,4,"92,588"
B08VRMK55F,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹399,₹699,43%,3.4,"3,454"
B08CHZ3ZQ7,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,₹599,₹799,25%,4.3,"15,790"
B08SCCG9D4,,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones,₹949,"₹2,000",53%,3.9,"14,969"
B0972BQ2RS,,Electronics|WearableTechnology|SmartWatches,"₹2,499","₹9,999",75%,4.1,"42,139"
B00ZRBWPA0,,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,₹159,₹180,12%,4.3,989
B0B2DD66GS,,Electronics|Accessories|MemoryCards|MicroSD,"₹1,329","₹2,900",54%,4.5,"19,624"
B09M869Z5V,,Computers&Accessories|Accessories&Peripherals|USBHubs,₹570,₹999,43%,4.2,"3,201"
B07W6VWZ8C,,Electronics|HomeAudio|Speakers|OutdoorSpeakers,₹899,"₹1,999",55%,4.1,"30,469"
B07Z1X6VFC,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,₹449,₹999,55%,4.4,"9,940"
B07YL54NVJ,,Computers&Accessories|ExternalDevices&DataStorage|ExternalMemoryCardReaders,₹549,₹999,45%,4.3,"7,758"
B0759QMF85,,Computers&Accessories|NetworkingDevices|Routers,"₹1,529","₹2,399",36%,4.3,"68,409"
B00LM4X0KU,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",₹100,₹100,0%,4.3,"3,095"
B08PFSZ7FH,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|NotebookComputerStands,₹299,"₹1,499",80%,4.2,903
B012MQS060,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,295","₹1,795",28%,4.1,"25,771"
B01MF8MB65,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹699,₹999,30%,4.1,"2,73,189"
B00LHZWD0C,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",₹252,₹315,20%,4.5,"3,785"
B08QDPB1SL,,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,₹190,₹220,14%,4.4,"2,866"
B07BRKK9JQ,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,299","₹1,599",19%,4.3,"27,223"
B01EZ0X3L8,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹729,"₹1,650",56%,4.3,"82,356"
B00LM4W1N2,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens",₹480,₹600,20%,4.3,"5,719"
B0949SBKMP,,Electronics|WearableTechnology|SmartWatches,"₹1,799","₹6,990",74%,4,"26,880"
B08YD264ZS,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹999,"₹2,499",60%,4.3,"1,690"
B094JNXNPV,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹399,25%,4,"2,766"
B00GZLB57U,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|EthernetCables,₹238,₹699,66%,4.4,"8,372"
B07V82W5CN,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,349","₹2,198",39%,4,"7,113"
B077Z65HSD,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹999,70%,4.3,"20,850"
B08HD7JQHX,,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones,₹199,₹499,60%,3.3,"2,804"
B0B31FR4Y2,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,999","₹9,999",80%,3.7,"1,986"
B09Y14JLP3,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹99,₹499,80%,4.1,"2,451"
B09ZHCJDP1,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹499,"₹1,000",50%,5,23
B08C4Z69LN,,Computers&Accessories|Components|Memory,"₹1,792","₹3,500",49%,4.5,"26,194"
B016XVRKZM,,Computers&Accessories|Accessories&Peripherals|UninterruptedPowerSupplies,"₹3,299","₹4,100",20%,3.9,"15,783"
B00LHZW3XY,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",₹125,₹180,31%,4.4,"8,053"
B098JYT4SY,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹399,"₹1,190",66%,4.1,"2,809"
B08CFCK6CW,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,199","₹7,999",85%,3.6,"25,910"
B09P564ZTJ,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹235,"₹1,599",85%,3.8,"1,173"
B07MSLTW8Z,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹549,"₹1,999",73%,3.6,"6,422"
B09N6TTHT6,,Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,₹89,₹99,10%,4.2,241
B09W5XR9RT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970,"₹1,999",51%,4.4,184
B098R25TGC,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,299","₹2,999",57%,3.8,"14,629"
B0B2PQL5N3,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹230,₹999,77%,4.2,"1,528"
B07DKZCZ89,,"Electronics|Headphones,Earbuds&Accessories|Cases",₹119,₹499,76%,4.3,"15,032"
B08GYG6T12,,Electronics|Accessories|MemoryCards|SecureDigitalCards,₹449,₹800,44%,4.4,"69,585"
B09BN2NPBD,,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Flashes&SelfieLights|SelfieLights,"₹1,699","₹3,495",51%,4.1,"14,371"
B00J4YG0PC,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",₹561,₹720,22%,4.4,"3,182"
B073BRXPZX,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹289,₹590,51%,4.4,"25,886"
B08LHTJTBB,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|NotebookComputerStands,₹599,"₹1,999",70%,4.4,"4,736"
B07VTFN6HM,,Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,"₹5,599","₹7,350",24%,4.4,"73,005"
B008QS9J6Y,,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams,"₹1,990","₹2,595",23%,4.3,"20,398"
B09M8888DM,,Computers&Accessories|Accessories&Peripherals|USBHubs,₹499,₹799,38%,4.3,"2,125"
B07Z1YVP72,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,₹449,₹999,55%,4.3,"11,330"
B082FTPRSK,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CoolingPads,₹999,"₹1,999",50%,4.2,"27,441"
B09RF2QXGX,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CameraPrivacyCovers,₹69,₹299,77%,4.3,255
B01KK0HU3Y,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹899,"₹1,499",40%,4.2,"23,174"
B07JF9B592,,MusicalInstruments|Microphones|Condenser,₹478,₹699,32%,3.8,"20,218"
B086394NY5,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories,"₹1,399","₹2,490",44%,4.3,"11,074"
B00NH11PEY,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹750,73%,4.5,"74,976"
B017PDR9N0,,Computers&Accessories|Accessories&Peripherals|TabletAccessories|Stands,₹149,₹499,70%,4.1,"25,607"
B07NC12T2R,,Electronics|HomeAudio|Speakers|BluetoothSpeakers,"₹1,799","₹4,990",64%,4.2,"41,226"
B07WKBD37W,,HomeImprovement|Electrical|Adapters&Multi-Outlets,₹425,₹999,57%,4,"2,581"
B08JMC1988,,Electronics|HomeAudio|Speakers|OutdoorSpeakers,₹999,"₹2,490",60%,4.1,"18,331"
B09GFN8WZL,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹378,₹999,62%,4.1,"1,779"
B095X38CJS,,OfficeProducts|OfficePaperProducts|Paper|Copy&PrintingPaper|ColouredPaper,₹99,₹99,0%,4.3,388
B07ZKD8T1Q,,Computers&Accessories|NetworkingDevices|Routers,"₹1,499","₹2,999",50%,4.5,"8,656"
B07G3YNLJB,,Computers&Accessories|Components|InternalSolidStateDrives,"₹1,815","₹3,100",41%,4.5,"92,925"
B00P93X2H6,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",₹67,₹75,11%,4.1,"1,269"
B0798PJPCL,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,"₹1,889","₹2,699",30%,4.3,"17,394"
B09GFWJDY1,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹499,"₹1,499",67%,3.6,"9,169"
B09MZ6WZ6V,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹499,₹999,50%,4.4,"1,030"
B094QZLJQ6,,Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,"₹5,799","₹7,999",28%,4.5,"50,273"
B07L3NDN24,,Electronics|HomeAudio|Speakers|MultimediaSpeakerSystems,₹499,₹799,38%,3.9,"6,742"
B08WD18LJZ,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹249,₹600,59%,4,"1,208"
B09CMM3VGK,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹179,₹499,64%,4,"1,933"
B06XDKWLJH,,Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,"₹4,449","₹5,734",22%,4.4,"25,006"
